ensembl_gene_id	external_gene_name	description	entrezgene	hsapiens_homolog_ensembl_gene	hsapiens_homolog_perc_id	hgnc_symbol	Human_description	Human_entrez_geneid	ensembl_peptide_ids	ensembl_transcript_ids	MRL_C1	MRL_C2	MRL_C3	MRL_C4	MRL_C5	MRL_C6	MRL_C7	MRL_C8	MRL_2DG_1	MRL_2DG_2	MRL_2DG_3	MRL_2DG_4	MRL_2DG_5	MRL_2DG_6	MRL_2DG_7	MRL_2DG_8	MRL_2DG_9
ENSMUSG00000104183	1700054O19Rik	RIKEN cDNA 1700054O19 gene [Source:MGI Symbol;Acc:MGI:1921522]	NA		NA			NA		ENSMUST00000193604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104184	Gm37818	predicted gene, 37818 [Source:MGI Symbol;Acc:MGI:5611046]	NA		NA			NA		ENSMUST00000194952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104185	Gm18692	predicted gene, 18692 [Source:MGI Symbol;Acc:MGI:5010877]	NA		NA			NA		ENSMUST00000193047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104186	Gm37819	predicted gene, 37819 [Source:MGI Symbol;Acc:MGI:5611047]	NA		NA			NA		ENSMUST00000194626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104187	Gm37820	predicted gene, 37820 [Source:MGI Symbol;Acc:MGI:5611048]	NA		NA			NA		ENSMUST00000194021	4	11	4	5	12	1	1	3	3	6	23	12	3	10	3	4	3
ENSMUSG00000104188	Gm37821	predicted gene, 37821 [Source:MGI Symbol;Acc:MGI:5611049]	NA		NA			NA		ENSMUST00000195476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104189	Gm37822	predicted gene, 37822 [Source:MGI Symbol;Acc:MGI:5611050]	NA		NA			NA		ENSMUST00000192618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104190	Gm10472	predicted gene 10472 [Source:MGI Symbol;Acc:MGI:3642883]	NA		NA			NA		ENSMUST00000193014,ENSMUST00000195796	1	0	1	0	0	0	1	3	9	0	4	0	0	1	1	0	1
ENSMUSG00000104191	Gm30737	predicted gene, 30737 [Source:MGI Symbol;Acc:MGI:5589896]	102632745	ENSG00000139351	25.6757	SYCP3	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]	50511	ENSMUSP00000141356	ENSMUST00000192683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104192	Gm37253	predicted gene, 37253 [Source:MGI Symbol;Acc:MGI:5610481]	NA		NA			NA		ENSMUST00000195679	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	1	0
ENSMUSG00000104194	Gm33354	predicted gene, 33354 [Source:MGI Symbol;Acc:MGI:5592513]	NA		NA			NA		ENSMUST00000195448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104195	B230377A18Rik	RIKEN cDNA B230377A18 gene [Source:MGI Symbol;Acc:MGI:3704260]	NA		NA			NA		ENSMUST00000192921,ENSMUST00000192229	1	1	3	0	2	0	11	1	3	3	2	4	3	0	6	0	0
ENSMUSG00000104197	Gm37632	predicted gene, 37632 [Source:MGI Symbol;Acc:MGI:5610860]	NA		NA			NA		ENSMUST00000191811	2	2	0	0	0	0	0	1	0	0	0	4	0	0	0	1	1
ENSMUSG00000104198	Trbv9	T cell receptor beta variable 9 [Source:MGI Symbol;Acc:MGI:5009965]	NA		NA			NA		ENSMUST00000194494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104199	4930420N18Rik	RIKEN cDNA 4930420N18 gene [Source:MGI Symbol;Acc:MGI:1921202]	NA		NA			NA		ENSMUST00000191831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104200	Gm37399	predicted gene, 37399 [Source:MGI Symbol;Acc:MGI:5610627]	NA		NA			NA		ENSMUST00000195224	13	3	0	0	6	7	4	0	13	3	4	11	1	1	2	4	2
ENSMUSG00000104201	4930535G08Rik	RIKEN cDNA 4930535G08 gene [Source:MGI Symbol;Acc:MGI:1925283]	NA		NA			NA		ENSMUST00000192017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104202	Gm8101	predicted gene 8101 [Source:MGI Symbol;Acc:MGI:3649004]	NA		NA			NA		ENSMUST00000192796	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104203	Gm37398	predicted gene, 37398 [Source:MGI Symbol;Acc:MGI:5610626]	NA		NA			NA		ENSMUST00000191914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104204	Gm37397	predicted gene, 37397 [Source:MGI Symbol;Acc:MGI:5610625]	NA		NA			NA		ENSMUST00000194579	23	9	5	9	0	11	3	8	13	23	10	39	6	0	3	5	14
ENSMUSG00000104205	Gm37396	predicted gene, 37396 [Source:MGI Symbol;Acc:MGI:5610624]	NA		NA			NA		ENSMUST00000191827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104206	Gm32250	predicted gene, 32250 [Source:MGI Symbol;Acc:MGI:5591409]	NA		NA			NA		ENSMUST00000191885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104207	Gm37395	predicted gene, 37395 [Source:MGI Symbol;Acc:MGI:5610623]	NA		NA			NA		ENSMUST00000194721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104208	Gm37401	predicted gene, 37401 [Source:MGI Symbol;Acc:MGI:5610629]	NA		NA			NA		ENSMUST00000192053	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	1	0
ENSMUSG00000104209	Gm37400	predicted gene, 37400 [Source:MGI Symbol;Acc:MGI:5610628]	NA		NA			NA		ENSMUST00000193148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104210	Gm37984	predicted gene, 37984 [Source:MGI Symbol;Acc:MGI:5611212]	NA		NA			NA		ENSMUST00000191641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104211	Gm37985	predicted gene, 37985 [Source:MGI Symbol;Acc:MGI:5611213]	NA		NA			NA		ENSMUST00000194728	1	0	0	0	0	2	4	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000104212	Gm37986	predicted gene, 37986 [Source:MGI Symbol;Acc:MGI:5611214]	NA		NA			NA		ENSMUST00000193285	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSMUSG00000104213	Ighd	immunoglobulin heavy constant delta [Source:MGI Symbol;Acc:MGI:96447]	NA		NA			NA	ENSMUSP00000141353,ENSMUSP00000141946	ENSMUST00000194162,ENSMUST00000192250	237004	277455	233545	306263	264272	368561	454093	299384	290388	287167	368908	272560	320362	319611	289981	262443	275134
ENSMUSG00000104214	Gm36638	predicted gene, 36638 [Source:MGI Symbol;Acc:MGI:5595797]	NA		NA			NA		ENSMUST00000192073	16	6	2	8	6	7	12	0	4	12	9	24	17	25	3	2	3
ENSMUSG00000104215	Rpl13-ps4	ribosomal protein L13, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3648077]	NA		NA			NA		ENSMUST00000194776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104216	Gm37987	predicted gene, 37987 [Source:MGI Symbol;Acc:MGI:5611215]	NA		NA			NA		ENSMUST00000194999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104217	Gm37988	predicted gene, 37988 [Source:MGI Symbol;Acc:MGI:5611216]	NA		NA			NA	ENSMUSP00000136108	ENSMUST00000155020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104218	Gm9134	predicted gene 9134 [Source:MGI Symbol;Acc:MGI:3645181]	NA		NA			NA		ENSMUST00000193186	34	13	5	6	10	13	13	21	21	20	13	9	31	15	9	9	17
ENSMUSG00000104219	Gm37989	predicted gene, 37989 [Source:MGI Symbol;Acc:MGI:5611217]	NA		NA			NA		ENSMUST00000195202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104220	4930578I07Rik	RIKEN cDNA 4930578I07 gene [Source:MGI Symbol;Acc:MGI:1923142]	NA		NA			NA		ENSMUST00000193416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104221	Gm37051	predicted gene, 37051 [Source:MGI Symbol;Acc:MGI:5610279]	NA		NA			NA		ENSMUST00000194535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104222	Gm7292	predicted gene 7292 [Source:MGI Symbol;Acc:MGI:3645786]	NA		NA			NA		ENSMUST00000194706,ENSMUST00000195277	62	24	23	50	16	21	24	47	37	30	39	25	34	41	22	12	19
ENSMUSG00000104223	Gm18428	predicted gene, 18428 [Source:MGI Symbol;Acc:MGI:5010613]	NA		NA			NA		ENSMUST00000194986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104224	Gm37693	predicted gene, 37693 [Source:MGI Symbol;Acc:MGI:5610921]	NA		NA			NA		ENSMUST00000194562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104225	4930517L18Rik	RIKEN cDNA 4930517L18 gene [Source:MGI Symbol;Acc:MGI:1925431]	NA		NA			NA		ENSMUST00000191880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104226	Gm7470	predicted gene 7470 [Source:MGI Symbol;Acc:MGI:3645544]	NA		NA			NA		ENSMUST00000194219	3	3	0	0	2	1	0	1	2	3	0	0	2	1	0	0	0
ENSMUSG00000104227	Gm37050	predicted gene, 37050 [Source:MGI Symbol;Acc:MGI:5610278]	NA		NA			NA		ENSMUST00000193464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104228	Gm35955	predicted gene, 35955 [Source:MGI Symbol;Acc:MGI:5595114]	NA		NA			NA		ENSMUST00000193437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104229	Gm18433	predicted gene, 18433 [Source:MGI Symbol;Acc:MGI:5010618]	NA		NA			NA		ENSMUST00000195682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	Gm37591	predicted gene, 37591 [Source:MGI Symbol;Acc:MGI:5610819]	NA		NA			NA		ENSMUST00000193283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104231	Gm37592	predicted gene, 37592 [Source:MGI Symbol;Acc:MGI:5610820]	NA		NA			NA		ENSMUST00000192741	19	11	5	1	1	0	2	4	15	11	7	0	3	0	1	3	0
ENSMUSG00000104232	Gm37590	predicted gene, 37590 [Source:MGI Symbol;Acc:MGI:5610818]	NA		NA			NA		ENSMUST00000193294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104233	Gm34023	predicted gene, 34023 [Source:MGI Symbol;Acc:MGI:5593182]	NA		NA			NA		ENSMUST00000195539	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104234	5330439B14Rik	RIKEN cDNA 5330439B14 gene [Source:MGI Symbol;Acc:MGI:2447824]	321015		NA			NA		ENSMUST00000194811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104235	Gm37589	predicted gene, 37589 [Source:MGI Symbol;Acc:MGI:5610817]	NA		NA			NA		ENSMUST00000193609	4	1	0	0	4	1	4	5	5	3	9	1	3	0	2	6	5
ENSMUSG00000104236	4930533L02Rik	RIKEN cDNA 4930533L02 gene [Source:MGI Symbol;Acc:MGI:1922457]	NA		NA			NA		ENSMUST00000194425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104237	Gm33533	predicted gene, 33533 [Source:MGI Symbol;Acc:MGI:5592692]	NA		NA			NA		ENSMUST00000193853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104238	Gm37587	predicted gene, 37587 [Source:MGI Symbol;Acc:MGI:5610815]	NA		NA			NA		ENSMUST00000193450,ENSMUST00000194935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104239	Gm37588	predicted gene, 37588 [Source:MGI Symbol;Acc:MGI:5610816]	NA		NA			NA		ENSMUST00000195024	6	2	0	0	1	0	0	1	19	2	1	0	2	0	0	1	0
ENSMUSG00000104240	Gm36858	predicted gene, 36858 [Source:MGI Symbol;Acc:MGI:5596017]	NA		NA			NA		ENSMUST00000194501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104241	Gm9442	predicted gene 9442 [Source:MGI Symbol;Acc:MGI:3779852]	NA		NA			NA		ENSMUST00000194242	5	17	0	4	3	1	12	1	7	5	0	1	3	2	1	1	0
ENSMUSG00000104242	Gm38154	predicted gene, 38154 [Source:MGI Symbol;Acc:MGI:5611382]	NA		NA			NA		ENSMUST00000195444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104243	Gm38153	predicted gene, 38153 [Source:MGI Symbol;Acc:MGI:5611381]	NA		NA			NA		ENSMUST00000195484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104244	2900018N21Rik	RIKEN cDNA 2900018N21 gene [Source:MGI Symbol;Acc:MGI:1920114]	NA		NA			NA		ENSMUST00000195805	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104245	Gm38155	predicted gene, 38155 [Source:MGI Symbol;Acc:MGI:5611383]	NA		NA			NA		ENSMUST00000192285	19	9	0	2	2	9	13	26	17	15	22	0	0	9	0	2	4
ENSMUSG00000104247	Gm21768	predicted gene, 21768 [Source:MGI Symbol;Acc:MGI:5433932]	NA		NA			NA		ENSMUST00000194103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104248	Gm38152	predicted gene, 38152 [Source:MGI Symbol;Acc:MGI:5611380]	NA		NA			NA		ENSMUST00000195389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104249	Gm38151	predicted gene, 38151 [Source:MGI Symbol;Acc:MGI:5611379]	NA		NA			NA		ENSMUST00000195085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104251	Gm18036	predicted gene, 18036 [Source:MGI Symbol;Acc:MGI:5010221]	NA		NA			NA		ENSMUST00000195256	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0
ENSMUSG00000104252	Pcdha4	protocadherin alpha 4 [Source:MGI Symbol;Acc:MGI:1298406]	12936	ENSG00000204967	86.378	PCDHA4	protocadherin alpha 4 [Source:HGNC Symbol;Acc:HGNC:8670]	56144	ENSMUSP00000141408,ENSMUSP00000142103	ENSMUST00000192512,ENSMUST00000192295,ENSMUST00000194235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104253	Gm37174	predicted gene, 37174 [Source:MGI Symbol;Acc:MGI:5610402]	NA		NA			NA		ENSMUST00000194699	35	40	32	10	25	25	9	33	70	45	34	19	19	22	11	38	29
ENSMUSG00000104254	Trbv27	T cell receptor beta variable 27 [Source:MGI Symbol;Acc:MGI:5009970]	NA		NA			NA		ENSMUST00000193711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104255	Gm37172	predicted gene, 37172 [Source:MGI Symbol;Acc:MGI:5610400]	NA		NA			NA		ENSMUST00000191926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104256	Gm37173	predicted gene, 37173 [Source:MGI Symbol;Acc:MGI:5610401]	NA		NA			NA		ENSMUST00000194498	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104257	Gm20172	predicted gene, 20172 [Source:MGI Symbol;Acc:MGI:5012357]	100504323		NA			NA		ENSMUST00000193138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104258	Gm37175	predicted gene, 37175 [Source:MGI Symbol;Acc:MGI:5610403]	NA		NA			NA		ENSMUST00000192023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104259	Gm37538	predicted gene, 37538 [Source:MGI Symbol;Acc:MGI:5610766]	NA		NA			NA		ENSMUST00000192417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104260	Gm31186	predicted gene, 31186 [Source:MGI Symbol;Acc:MGI:5590345]	NA		NA			NA		ENSMUST00000191786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104261	Gm17781	predicted gene, 17781 [Source:MGI Symbol;Acc:MGI:5009945]	NA		NA			NA		ENSMUST00000195232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104262	Gm37747	predicted gene, 37747 [Source:MGI Symbol;Acc:MGI:5610975]	NA		NA			NA		ENSMUST00000193717	1	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0
ENSMUSG00000104263	9430062P05Rik	RIKEN cDNA 9430062P05 gene [Source:MGI Symbol;Acc:MGI:2441746]	NA		NA			NA		ENSMUST00000192703	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0
ENSMUSG00000104264	Gm18529	predicted gene, 18529 [Source:MGI Symbol;Acc:MGI:5010714]	NA		NA			NA		ENSMUST00000193025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104265	Gm8869	predicted gene 8869 [Source:MGI Symbol;Acc:MGI:3644826]	NA		NA			NA		ENSMUST00000195222	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000104266	Gm37748	predicted gene, 37748 [Source:MGI Symbol;Acc:MGI:5610976]	NA		NA			NA		ENSMUST00000194379	0	1	16	25	2	8	1	1	2	0	11	8	2	2	4	8	7
ENSMUSG00000104267	Gm20807	predicted gene, 20807 [Source:MGI Symbol;Acc:MGI:5434163]	100039595		NA			NA	ENSMUSP00000142185	ENSMUST00000194687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104268	Gm37750	predicted gene, 37750 [Source:MGI Symbol;Acc:MGI:5610978]	NA		NA			NA		ENSMUST00000193563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104269	Gm37749	predicted gene, 37749 [Source:MGI Symbol;Acc:MGI:5610977]	NA		NA			NA		ENSMUST00000193917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104270	Gm38298	predicted gene, 38298 [Source:MGI Symbol;Acc:MGI:5611526]	NA		NA			NA		ENSMUST00000193578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104271	Gm37891	predicted gene, 37891 [Source:MGI Symbol;Acc:MGI:5611119]	NA		NA			NA		ENSMUST00000195585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104272	Gm38297	predicted gene, 38297 [Source:MGI Symbol;Acc:MGI:5611525]	NA		NA			NA		ENSMUST00000195122	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000104273	A530064N14Rik	RIKEN cDNA A530064N14 gene [Source:MGI Symbol;Acc:MGI:3028068]	NA		NA			NA		ENSMUST00000195338	5	8	3	0	1	0	4	1	1	14	1	5	9	0	6	5	1
ENSMUSG00000104274	Gm8823	predicted gene 8823 [Source:MGI Symbol;Acc:MGI:3647094]	NA		NA			NA		ENSMUST00000193158	1	0	2	3	1	3	1	0	4	2	1	0	1	1	0	1	0
ENSMUSG00000104275	Gm37867	predicted gene, 37867 [Source:MGI Symbol;Acc:MGI:5611095]	NA		NA			NA		ENSMUST00000192066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104276	Gm37866	predicted gene, 37866 [Source:MGI Symbol;Acc:MGI:5611094]	NA		NA			NA		ENSMUST00000191950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104277	Gm38299	predicted gene, 38299 [Source:MGI Symbol;Acc:MGI:5611527]	NA		NA			NA		ENSMUST00000193214	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000104278	Ighv5-10	immunoglobulin heavy variable 5-10 [Source:MGI Symbol;Acc:MGI:3642589]	NA		NA			NA		ENSMUST00000194591	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000104279	Gm38300	predicted gene, 38300 [Source:MGI Symbol;Acc:MGI:5611528]	NA		NA			NA		ENSMUST00000194245	24	17	5	6	3	2	0	0	27	6	6	29	8	19	0	5	16
ENSMUSG00000104280	Rps2-ps11	ribosomal protein S2, pseudogene 11 [Source:MGI Symbol;Acc:MGI:3648819]	NA		NA			NA		ENSMUST00000195283	32	40	11	23	24	33	21	17	26	39	30	29	30	41	23	26	10
ENSMUSG00000104281	Gm37461	predicted gene, 37461 [Source:MGI Symbol;Acc:MGI:5610689]	NA		NA			NA		ENSMUST00000193929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104282	Gm37460	predicted gene, 37460 [Source:MGI Symbol;Acc:MGI:5610688]	NA		NA			NA		ENSMUST00000191796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104283	Gm37459	predicted gene, 37459 [Source:MGI Symbol;Acc:MGI:5610687]	NA		NA			NA		ENSMUST00000192259,ENSMUST00000195007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104284	Gm10862	predicted gene 10862 [Source:MGI Symbol;Acc:MGI:3641622]	NA		NA			NA		ENSMUST00000193956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104285	Gm37458	predicted gene, 37458 [Source:MGI Symbol;Acc:MGI:5610686]	NA		NA			NA		ENSMUST00000194055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104286	Gm37457	predicted gene, 37457 [Source:MGI Symbol;Acc:MGI:5610685]	NA		NA			NA		ENSMUST00000193639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104287	Gm37456	predicted gene, 37456 [Source:MGI Symbol;Acc:MGI:5610684]	NA		NA			NA		ENSMUST00000193176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104288	Gm37455	predicted gene, 37455 [Source:MGI Symbol;Acc:MGI:5610683]	NA		NA			NA		ENSMUST00000191993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104289	Gm37454	predicted gene, 37454 [Source:MGI Symbol;Acc:MGI:5610682]	NA		NA			NA		ENSMUST00000193918,ENSMUST00000192136,ENSMUST00000195154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104290	Gm38041	predicted gene, 38041 [Source:MGI Symbol;Acc:MGI:5611269]	NA		NA			NA		ENSMUST00000194445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104291	A130071D04Rik	RIKEN cDNA A130071D04 gene [Source:MGI Symbol;Acc:MGI:2444749]	NA		NA			NA		ENSMUST00000194467	1635	907	860	396	496	308	521	934	1702	1666	2181	1652	716	400	485	456	935
ENSMUSG00000104292	Gm38042	predicted gene, 38042 [Source:MGI Symbol;Acc:MGI:5611270]	NA		NA			NA		ENSMUST00000191614	0	4	0	0	0	0	4	0	0	6	0	1	0	1	0	0	0
ENSMUSG00000104293	Gm38043	predicted gene, 38043 [Source:MGI Symbol;Acc:MGI:5611271]	NA		NA			NA		ENSMUST00000195501	3	0	5	0	3	0	1	9	17	18	11	3	5	0	6	1	0
ENSMUSG00000104294	Gm38044	predicted gene, 38044 [Source:MGI Symbol;Acc:MGI:5611272]	NA		NA			NA		ENSMUST00000192964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104295	Gm6197	predicted gene 6197 [Source:MGI Symbol;Acc:MGI:3647151]	NA		NA			NA		ENSMUST00000192273	9	5	10	6	11	19	15	9	4	3	15	13	14	8	11	23	18
ENSMUSG00000104296	Gm38045	predicted gene, 38045 [Source:MGI Symbol;Acc:MGI:5611273]	NA		NA			NA		ENSMUST00000193536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104297	Gm38046	predicted gene, 38046 [Source:MGI Symbol;Acc:MGI:5611274]	NA		NA			NA		ENSMUST00000192733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104298	Gm38040	predicted gene, 38040 [Source:MGI Symbol;Acc:MGI:5611268]	NA		NA			NA		ENSMUST00000193505	2	1	1	1	1	0	0	4	1	1	1	0	2	0	3	0	0
ENSMUSG00000104299	Gm9924	predicted gene 9924 [Source:MGI Symbol;Acc:MGI:3642216]	NA		NA			NA		ENSMUST00000191780,ENSMUST00000192760	0	0	0	0	1	5	0	0	0	0	2	0	0	1	0	0	1
ENSMUSG00000104301	Wdr49	WD repeat domain 49 [Source:MGI Symbol;Acc:MGI:3645287]	213248	ENSG00000174776	75.7747	WDR49	WD repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:26587]	151790	ENSMUSP00000144789,ENSMUSP00000144721,ENSMUSP00000145379	ENSMUST00000203169,ENSMUST00000204982,ENSMUST00000193989,ENSMUST00000204341	0	0	0	6	0	0	2	0	0	4	0	2	0	5	0	1	1
ENSMUSG00000104302	Gm36975	predicted gene, 36975 [Source:MGI Symbol;Acc:MGI:5610203]	NA		NA			NA		ENSMUST00000194105	7	7	3	0	4	3	1	2	6	10	7	5	2	3	0	1	1
ENSMUSG00000104303	Gm36976	predicted gene, 36976 [Source:MGI Symbol;Acc:MGI:5610204]	NA		NA			NA		ENSMUST00000192632	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104304	Gm36974	predicted gene, 36974 [Source:MGI Symbol;Acc:MGI:5610202]	NA		NA			NA		ENSMUST00000194200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104306	Gm36972	predicted gene, 36972 [Source:MGI Symbol;Acc:MGI:5610200]	NA		NA			NA		ENSMUST00000194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000104307	Gm36973	predicted gene, 36973 [Source:MGI Symbol;Acc:MGI:5610201]	NA		NA			NA		ENSMUST00000193942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104308	Gm36971	predicted gene, 36971 [Source:MGI Symbol;Acc:MGI:5610199]	NA		NA			NA		ENSMUST00000195244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104309	Gm5846	predicted gene 5846 [Source:MGI Symbol;Acc:MGI:3643624]	NA		NA			NA		ENSMUST00000193146	30	17	9	14	21	10	8	8	18	19	7	10	21	15	12	10	8
ENSMUSG00000104310	Gm4081	predicted gene 4081 [Source:MGI Symbol;Acc:MGI:3782256]	NA		NA			NA		ENSMUST00000195287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
